word,freq
笔架山公园,3
第四工业区,1
粤港大湾区,1
粤港澳大湾区,2
红岭北,2
红岭岭,1
红花岭,2
红荔路,3
经济特区,1
罗湖,258
罗湖书城,3
罗湖区,14
罗湖地铁站,1
罗湖火车站,3
罗湖科学馆,1
罗湖站,3
罗瑞河,1
罗龙岗,1
美国,2
翠竹,1
老街,6
肇庆,3
花城,2
花山,1
茶光,1
荔枝,1
荔枝公园,2
荷坳,4
荷坳地铁站,1
莲塘,12
莲花,5
莲花北,1
莲花山,7
莲花山公园,7
莲花村,5
莲花西,1
蔡屋围,1
蛇口,22
蛇口港,3
蛇口自贸区,1
街道,1
西丽,13
西丽湖,1
西丽站,1
西乡,6
西噢西丽,1
西湖,1
西湖苑别墅,1
西环路,1
观澜,17
观澜龙,1
解放路,15
谷歌,1
贵州,1
赤湾,3
车公庙,28
郑州,2
重庆,1
金光华,1
金桥花园,1
铜锣湾,1
铜锣湾商场,1
银湖,7
银湖山,1
锦龙地铁站,1
长岭,2
长岭村,1
长岭陂,4
长沙,1
长隆,1
长龙地铁站,1
阳台山,2
阳台山公园,1
雅宝,1
青岛,1
韶关,3
香山,1
香梅北,1
香梅路,1
香港,80
香蜜公园,1
香蜜湖,1
马栏山,1
高明,1
高桥,1
鸡公山,2
黄冈山,1
黄木岗,12
黄木岗站,2
黄港,1
黄竹村,3
黄贝岭,5
黄阁坑,1
黎光,1
龙华,95
龙华区,7
龙华地铁站,3
龙华工业区,1
龙华文化中心,1
龙华新区,1
龙华汽车站,4
龙华站,2
龙华街道,1
龙城,4
龙城公园站,1
龙岗,207
龙岗区,24
龙岗大道,3
龙岩,1
龙平路,1
龙湖,6
龙胜,1
龙门,1
龙龙华,1
龙龙岗,1
